decision_id,image_id,class_id,attribute_id,target,correct_answer_margin,raw_yes_minus_no_margin
4523::8::cub_attribute_yes_no_v1,4523,78,8,0,-1.15625,1.15625
4544::102::cub_attribute_yes_no_v1,4544,78,102,1,-0.34375,-0.34375
4544::107::cub_attribute_yes_no_v1,4544,78,107,0,0.234375,-0.234375
4544::117::cub_attribute_yes_no_v1,4544,78,117,0,0.1171875,-0.1171875
4544::118::cub_attribute_yes_no_v1,4544,78,118,1,0.984375,0.984375
4544::295::cub_attribute_yes_no_v1,4544,78,295,0,-0.0625,0.0625
4544::299::cub_attribute_yes_no_v1,4544,78,299,1,1.015625,1.015625
4544::2::cub_attribute_yes_no_v1,4544,78,2,1,1.8671875,1.8671875
4544::305::cub_attribute_yes_no_v1,4544,78,305,0,-0.3359375,0.3359375
4544::306::cub_attribute_yes_no_v1,4544,78,306,0,-0.15625,0.15625
4544::308::cub_attribute_yes_no_v1,4544,78,308,0,-0.6640625,0.6640625
4544::309::cub_attribute_yes_no_v1,4544,78,309,1,-0.625,-0.625
4546::100::cub_attribute_yes_no_v1,4546,78,100,0,-1.015625,1.015625
4546::103::cub_attribute_yes_no_v1,4546,78,103,0,-0.5859375,0.5859375
4546::105::cub_attribute_yes_no_v1,4546,78,105,1,-0.578125,-0.578125
4546::111::cub_attribute_yes_no_v1,4546,78,111,0,-0.6640625,0.6640625
4546::117::cub_attribute_yes_no_v1,4546,78,117,0,0.578125,-0.578125
4546::118::cub_attribute_yes_no_v1,4546,78,118,1,1.2734375,1.2734375
4546::120::cub_attribute_yes_no_v1,4546,78,120,0,-0.3828125,0.3828125
4546::295::cub_attribute_yes_no_v1,4546,78,295,0,0.359375,-0.359375
4546::299::cub_attribute_yes_no_v1,4546,78,299,1,0.984375,0.984375
4546::2::cub_attribute_yes_no_v1,4546,78,2,0,-1.078125,1.078125
4546::305::cub_attribute_yes_no_v1,4546,78,305,0,-0.1328125,0.1328125
4546::306::cub_attribute_yes_no_v1,4546,78,306,0,-0.28125,0.28125
4546::311::cub_attribute_yes_no_v1,4546,78,311,1,0.0546875,0.0546875
4546::312::cub_attribute_yes_no_v1,4546,78,312,0,-0.015625,0.015625
4546::7::cub_attribute_yes_no_v1,4546,78,7,1,0.75,0.75
5340::107::cub_attribute_yes_no_v1,5340,92,107,1,0.546875,0.546875
5340::118::cub_attribute_yes_no_v1,5340,92,118,0,-1.3125,1.3125
5340::120::cub_attribute_yes_no_v1,5340,92,120,1,0.828125,0.828125
5340::295::cub_attribute_yes_no_v1,5340,92,295,1,1.0703125,1.0703125
5340::308::cub_attribute_yes_no_v1,5340,92,308,1,0.828125,0.828125
5340::310::cub_attribute_yes_no_v1,5340,92,310,1,0.546875,0.546875
5340::311::cub_attribute_yes_no_v1,5340,92,311,0,-0.0859375,0.0859375
5340::7::cub_attribute_yes_no_v1,5340,92,7,0,-0.7734375,0.7734375
5340::8::cub_attribute_yes_no_v1,5340,92,8,1,1.0234375,1.0234375
5348::101::cub_attribute_yes_no_v1,5348,92,101,1,0.8515625,0.8515625
5348::102::cub_attribute_yes_no_v1,5348,92,102,0,1.3671875,-1.3671875
5348::107::cub_attribute_yes_no_v1,5348,92,107,1,0.8359375,0.8359375
5348::111::cub_attribute_yes_no_v1,5348,92,111,0,0.046875,-0.046875
5348::117::cub_attribute_yes_no_v1,5348,92,117,1,-0.078125,-0.078125
5348::118::cub_attribute_yes_no_v1,5348,92,118,0,-0.390625,0.390625
5348::295::cub_attribute_yes_no_v1,5348,92,295,1,0.984375,0.984375
5348::305::cub_attribute_yes_no_v1,5348,92,305,1,0.265625,0.265625
5348::311::cub_attribute_yes_no_v1,5348,92,311,1,0.09375,0.09375
5348::7::cub_attribute_yes_no_v1,5348,92,7,1,0.921875,0.921875
5359::101::cub_attribute_yes_no_v1,5359,92,101,1,0.796875,0.796875
5359::295::cub_attribute_yes_no_v1,5359,92,295,1,0.484375,0.484375
5359::299::cub_attribute_yes_no_v1,5359,92,299,0,-0.609375,0.609375
5359::305::cub_attribute_yes_no_v1,5359,92,305,0,-0.171875,0.171875
5359::308::cub_attribute_yes_no_v1,5359,92,308,0,-0.625,0.625
5359::7::cub_attribute_yes_no_v1,5359,92,7,1,0.4765625,0.4765625
5371::100::cub_attribute_yes_no_v1,5371,92,100,0,-1.0859375,1.0859375
5371::101::cub_attribute_yes_no_v1,5371,92,101,0,-1.46875,1.46875
5371::102::cub_attribute_yes_no_v1,5371,92,102,1,-1.4296875,-1.4296875
5371::107::cub_attribute_yes_no_v1,5371,92,107,1,-0.0234375,-0.0234375
5371::117::cub_attribute_yes_no_v1,5371,92,117,0,0.046875,-0.046875
5371::118::cub_attribute_yes_no_v1,5371,92,118,1,-0.40625,-0.40625
5371::120::cub_attribute_yes_no_v1,5371,92,120,0,-0.625,0.625
5371::309::cub_attribute_yes_no_v1,5371,92,309,0,0.796875,-0.796875
5371::310::cub_attribute_yes_no_v1,5371,92,310,1,-0.125,-0.125
5371::311::cub_attribute_yes_no_v1,5371,92,311,0,-0.4453125,0.4453125
5371::312::cub_attribute_yes_no_v1,5371,92,312,0,-0.46875,0.46875
5371::7::cub_attribute_yes_no_v1,5371,92,7,0,-1.1015625,1.1015625
557::102::cub_attribute_yes_no_v1,557,11,102,1,-1.203125,-1.203125
557::103::cub_attribute_yes_no_v1,557,11,103,0,-0.8359375,0.8359375
557::107::cub_attribute_yes_no_v1,557,11,107,1,0.890625,0.890625
557::117::cub_attribute_yes_no_v1,557,11,117,1,0.8671875,0.8671875
557::118::cub_attribute_yes_no_v1,557,11,118,0,1.5703125,-1.5703125
557::295::cub_attribute_yes_no_v1,557,11,295,1,1.375,1.375
557::299::cub_attribute_yes_no_v1,557,11,299,0,-1.0546875,1.0546875
557::305::cub_attribute_yes_no_v1,557,11,305,1,0.8125,0.8125
557::308::cub_attribute_yes_no_v1,557,11,308,0,-0.90625,0.90625
557::312::cub_attribute_yes_no_v1,557,11,312,1,-0.90625,-0.90625
557::7::cub_attribute_yes_no_v1,557,11,7,1,0.15625,0.15625
557::96::cub_attribute_yes_no_v1,557,11,96,0,-0.9296875,0.9296875
559::104::cub_attribute_yes_no_v1,559,11,104,1,0.7265625,0.7265625
559::111::cub_attribute_yes_no_v1,559,11,111,1,0.625,0.625
559::117::cub_attribute_yes_no_v1,559,11,117,0,-0.9609375,0.9609375
559::118::cub_attribute_yes_no_v1,559,11,118,0,1.625,-1.625
559::120::cub_attribute_yes_no_v1,559,11,120,1,0.0234375,0.0234375
559::295::cub_attribute_yes_no_v1,559,11,295,1,1.84375,1.84375
559::299::cub_attribute_yes_no_v1,559,11,299,0,-1.109375,1.109375
559::2::cub_attribute_yes_no_v1,559,11,2,1,1.4140625,1.4140625
559::305::cub_attribute_yes_no_v1,559,11,305,1,1.015625,1.015625
559::309::cub_attribute_yes_no_v1,559,11,309,1,-0.421875,-0.421875
559::311::cub_attribute_yes_no_v1,559,11,311,0,0.8671875,-0.8671875
559::7::cub_attribute_yes_no_v1,559,11,7,0,-0.7109375,0.7109375
559::8::cub_attribute_yes_no_v1,559,11,8,0,-1.140625,1.140625
5764::101::cub_attribute_yes_no_v1,5764,99,101,1,0.34375,0.34375
5764::104::cub_attribute_yes_no_v1,5764,99,104,0,-1.0859375,1.0859375
5764::111::cub_attribute_yes_no_v1,5764,99,111,0,-0.4921875,0.4921875
5764::117::cub_attribute_yes_no_v1,5764,99,117,0,-0.0546875,0.0546875
5764::118::cub_attribute_yes_no_v1,5764,99,118,1,-0.171875,-0.171875
5764::120::cub_attribute_yes_no_v1,5764,99,120,0,-0.2421875,0.2421875
5764::305::cub_attribute_yes_no_v1,5764,99,305,0,-0.1328125,0.1328125
5764::308::cub_attribute_yes_no_v1,5764,99,308,0,-0.6015625,0.6015625
5764::309::cub_attribute_yes_no_v1,5764,99,309,0,0.59375,-0.59375
5764::311::cub_attribute_yes_no_v1,5764,99,311,1,1.1328125,1.1328125
5764::7::cub_attribute_yes_no_v1,5764,99,7,1,0.1875,0.1875
5771::100::cub_attribute_yes_no_v1,5771,99,100,0,-1.1171875,1.1171875
5771::101::cub_attribute_yes_no_v1,5771,99,101,1,0.734375,0.734375
5771::111::cub_attribute_yes_no_v1,5771,99,111,0,-0.1796875,0.1796875
5771::117::cub_attribute_yes_no_v1,5771,99,117,1,-0.2578125,-0.2578125
5771::120::cub_attribute_yes_no_v1,5771,99,120,0,-0.4140625,0.4140625
5771::309::cub_attribute_yes_no_v1,5771,99,309,1,-0.2734375,-0.2734375
5771::311::cub_attribute_yes_no_v1,5771,99,311,0,-0.625,0.625
5771::7::cub_attribute_yes_no_v1,5771,99,7,1,0.578125,0.578125
5771::96::cub_attribute_yes_no_v1,5771,99,96,1,1.0390625,1.0390625
577::100::cub_attribute_yes_no_v1,577,11,100,0,-0.84375,0.84375
577::101::cub_attribute_yes_no_v1,577,11,101,0,-0.6953125,0.6953125
577::103::cub_attribute_yes_no_v1,577,11,103,0,-0.8125,0.8125
577::104::cub_attribute_yes_no_v1,577,11,104,1,0.40625,0.40625
577::111::cub_attribute_yes_no_v1,577,11,111,1,0.6328125,0.6328125
577::118::cub_attribute_yes_no_v1,577,11,118,1,-1.8515625,-1.8515625
577::120::cub_attribute_yes_no_v1,577,11,120,1,0.625,0.625
577::295::cub_attribute_yes_no_v1,577,11,295,1,1.515625,1.515625
577::308::cub_attribute_yes_no_v1,577,11,308,1,1.1875,1.1875
577::311::cub_attribute_yes_no_v1,577,11,311,1,-0.7578125,-0.7578125
577::8::cub_attribute_yes_no_v1,577,11,8,1,0.640625,0.640625
5792::104::cub_attribute_yes_no_v1,5792,99,104,0,-1.5859375,1.5859375
5792::107::cub_attribute_yes_no_v1,5792,99,107,0,-0.65625,0.65625
5792::118::cub_attribute_yes_no_v1,5792,99,118,1,0.015625,0.015625
5792::120::cub_attribute_yes_no_v1,5792,99,120,0,-0.7109375,0.7109375
5792::295::cub_attribute_yes_no_v1,5792,99,295,1,1.390625,1.390625
5792::308::cub_attribute_yes_no_v1,5792,99,308,1,1.3046875,1.3046875
5792::309::cub_attribute_yes_no_v1,5792,99,309,1,-0.234375,-0.234375
5792::311::cub_attribute_yes_no_v1,5792,99,311,0,-1.3515625,1.3515625
5792::8::cub_attribute_yes_no_v1,5792,99,8,1,0.2890625,0.2890625
5803::102::cub_attribute_yes_no_v1,5803,99,102,0,1.578125,-1.578125
5803::104::cub_attribute_yes_no_v1,5803,99,104,1,1.328125,1.328125
5803::117::cub_attribute_yes_no_v1,5803,99,117,1,0.1015625,0.1015625
5803::118::cub_attribute_yes_no_v1,5803,99,118,1,0.3515625,0.3515625
5803::295::cub_attribute_yes_no_v1,5803,99,295,1,1.390625,1.390625
5803::299::cub_attribute_yes_no_v1,5803,99,299,1,0.609375,0.609375
5803::305::cub_attribute_yes_no_v1,5803,99,305,1,0.3046875,0.3046875
5803::306::cub_attribute_yes_no_v1,5803,99,306,0,-0.3203125,0.3203125
5803::309::cub_attribute_yes_no_v1,5803,99,309,1,-0.375,-0.375
5803::311::cub_attribute_yes_no_v1,5803,99,311,0,-2.2421875,2.2421875
5803::96::cub_attribute_yes_no_v1,5803,99,96,0,-1.6328125,1.6328125
598::104::cub_attribute_yes_no_v1,598,11,104,1,0.1640625,0.1640625
598::111::cub_attribute_yes_no_v1,598,11,111,1,0.2109375,0.2109375
598::117::cub_attribute_yes_no_v1,598,11,117,0,-1.1875,1.1875
598::118::cub_attribute_yes_no_v1,598,11,118,1,-1.5234375,-1.5234375
598::295::cub_attribute_yes_no_v1,598,11,295,1,1.09375,1.09375
598::299::cub_attribute_yes_no_v1,598,11,299,0,-0.3671875,0.3671875
598::305::cub_attribute_yes_no_v1,598,11,305,0,-0.65625,0.65625
598::309::cub_attribute_yes_no_v1,598,11,309,0,0.2578125,-0.2578125
598::311::cub_attribute_yes_no_v1,598,11,311,1,-0.3125,-0.3125
598::312::cub_attribute_yes_no_v1,598,11,312,0,0.0625,-0.0625
598::7::cub_attribute_yes_no_v1,598,11,7,1,0.6875,0.6875
598::8::cub_attribute_yes_no_v1,598,11,8,0,-0.9296875,0.9296875
6053::103::cub_attribute_yes_no_v1,6053,104,103,1,0.6484375,0.6484375
6053::104::cub_attribute_yes_no_v1,6053,104,104,0,-1.0390625,1.0390625
6053::105::cub_attribute_yes_no_v1,6053,104,105,1,-0.828125,-0.828125
6053::107::cub_attribute_yes_no_v1,6053,104,107,1,0.8515625,0.8515625
6053::117::cub_attribute_yes_no_v1,6053,104,117,0,0.2265625,-0.2265625
6053::118::cub_attribute_yes_no_v1,6053,104,118,0,0.671875,-0.671875
6053::120::cub_attribute_yes_no_v1,6053,104,120,1,0.4609375,0.4609375
6053::295::cub_attribute_yes_no_v1,6053,104,295,1,0.953125,0.953125
6053::305::cub_attribute_yes_no_v1,6053,104,305,0,-0.09375,0.09375
6053::308::cub_attribute_yes_no_v1,6053,104,308,0,-0.7890625,0.7890625
6053::311::cub_attribute_yes_no_v1,6053,104,311,1,1.015625,1.015625
6053::312::cub_attribute_yes_no_v1,6053,104,312,0,-0.03125,0.03125
6053::7::cub_attribute_yes_no_v1,6053,104,7,1,0.421875,0.421875
6053::8::cub_attribute_yes_no_v1,6053,104,8,0,-0.375,0.375
6053::96::cub_attribute_yes_no_v1,6053,104,96,1,1.2421875,1.2421875
6066::295::cub_attribute_yes_no_v1,6066,104,295,1,0.2109375,0.2109375
6066::308::cub_attribute_yes_no_v1,6066,104,308,1,0.265625,0.265625
6066::7::cub_attribute_yes_no_v1,6066,104,7,1,0.5625,0.5625
6080::102::cub_attribute_yes_no_v1,6080,104,102,1,-1.1875,-1.1875
6080::107::cub_attribute_yes_no_v1,6080,104,107,1,0.9140625,0.9140625
6080::111::cub_attribute_yes_no_v1,6080,104,111,0,-0.4296875,0.4296875
6080::117::cub_attribute_yes_no_v1,6080,104,117,0,0.640625,-0.640625
6080::118::cub_attribute_yes_no_v1,6080,104,118,1,-0.2265625,-0.2265625
6080::295::cub_attribute_yes_no_v1,6080,104,295,0,-0.609375,0.609375
6080::299::cub_attribute_yes_no_v1,6080,104,299,1,0.4921875,0.4921875
6080::311::cub_attribute_yes_no_v1,6080,104,311,0,-1.265625,1.265625
6080::312::cub_attribute_yes_no_v1,6080,104,312,1,0.28125,0.28125
6080::7::cub_attribute_yes_no_v1,6080,104,7,1,0.6953125,0.6953125
6088::100::cub_attribute_yes_no_v1,6088,104,100,1,0.8046875,0.8046875
6088::101::cub_attribute_yes_no_v1,6088,104,101,0,-0.671875,0.671875
6088::111::cub_attribute_yes_no_v1,6088,104,111,1,0.9375,0.9375
6088::118::cub_attribute_yes_no_v1,6088,104,118,0,0.7421875,-0.7421875
6088::120::cub_attribute_yes_no_v1,6088,104,120,1,0.1484375,0.1484375
6088::295::cub_attribute_yes_no_v1,6088,104,295,0,-0.4765625,0.4765625
6088::299::cub_attribute_yes_no_v1,6088,104,299,1,0.9609375,0.9609375
6088::311::cub_attribute_yes_no_v1,6088,104,311,1,1.1640625,1.1640625
6088::7::cub_attribute_yes_no_v1,6088,104,7,1,0.53125,0.53125
6088::8::cub_attribute_yes_no_v1,6088,104,8,0,-0.5234375,0.5234375
6265::102::cub_attribute_yes_no_v1,6265,108,102,1,-1.0625,-1.0625
6265::103::cub_attribute_yes_no_v1,6265,108,103,0,0.015625,-0.015625
6265::111::cub_attribute_yes_no_v1,6265,108,111,0,-0.8203125,0.8203125
6265::117::cub_attribute_yes_no_v1,6265,108,117,1,0.5234375,0.5234375
6265::118::cub_attribute_yes_no_v1,6265,108,118,0,-1.140625,1.140625
6265::120::cub_attribute_yes_no_v1,6265,108,120,0,-0.1484375,0.1484375
6265::305::cub_attribute_yes_no_v1,6265,108,305,1,0.96875,0.96875
6265::308::cub_attribute_yes_no_v1,6265,108,308,0,0.109375,-0.109375
6265::309::cub_attribute_yes_no_v1,6265,108,309,1,-0.5390625,-0.5390625
6265::311::cub_attribute_yes_no_v1,6265,108,311,0,0.09375,-0.09375
6265::312::cub_attribute_yes_no_v1,6265,108,312,0,0.53125,-0.53125
6309::102::cub_attribute_yes_no_v1,6309,108,102,1,-1.40625,-1.40625
6309::104::cub_attribute_yes_no_v1,6309,108,104,0,-0.4375,0.4375
6309::295::cub_attribute_yes_no_v1,6309,108,295,0,-0.0,0.0
6309::305::cub_attribute_yes_no_v1,6309,108,305,1,0.6171875,0.6171875
6309::309::cub_attribute_yes_no_v1,6309,108,309,1,-0.78125,-0.78125
6309::311::cub_attribute_yes_no_v1,6309,108,311,0,-0.078125,0.078125
6309::7::cub_attribute_yes_no_v1,6309,108,7,1,0.65625,0.65625
6316::117::cub_attribute_yes_no_v1,6316,108,117,1,0.6015625,0.6015625
6316::118::cub_attribute_yes_no_v1,6316,108,118,0,0.546875,-0.546875
6316::305::cub_attribute_yes_no_v1,6316,108,305,1,0.5546875,0.5546875
6316::309::cub_attribute_yes_no_v1,6316,108,309,1,-0.703125,-0.703125
6316::311::cub_attribute_yes_no_v1,6316,108,311,0,0.3828125,-0.3828125
6316::7::cub_attribute_yes_no_v1,6316,108,7,0,-0.6328125,0.6328125
6316::8::cub_attribute_yes_no_v1,6316,108,8,1,0.578125,0.578125
7164::102::cub_attribute_yes_no_v1,7164,123,102,0,1.8671875,-1.8671875
7164::103::cub_attribute_yes_no_v1,7164,123,103,1,0.75,0.75
7164::104::cub_attribute_yes_no_v1,7164,123,104,1,1.6875,1.6875
7164::117::cub_attribute_yes_no_v1,7164,123,117,1,-0.375,-0.375
7164::118::cub_attribute_yes_no_v1,7164,123,118,0,-0.6015625,0.6015625
7164::120::cub_attribute_yes_no_v1,7164,123,120,1,0.6796875,0.6796875
7164::295::cub_attribute_yes_no_v1,7164,123,295,1,0.2890625,0.2890625
7164::299::cub_attribute_yes_no_v1,7164,123,299,0,0.171875,-0.171875
7164::308::cub_attribute_yes_no_v1,7164,123,308,1,0.84375,0.84375
7164::5::cub_attribute_yes_no_v1,7164,123,5,0,0.3125,-0.3125
7164::7::cub_attribute_yes_no_v1,7164,123,7,1,0.3671875,0.3671875
7164::96::cub_attribute_yes_no_v1,7164,123,96,1,1.234375,1.234375
7191::104::cub_attribute_yes_no_v1,7191,123,104,1,0.7734375,0.7734375
7191::107::cub_attribute_yes_no_v1,7191,123,107,1,0.8359375,0.8359375
7191::118::cub_attribute_yes_no_v1,7191,123,118,0,-0.2109375,0.2109375
7191::120::cub_attribute_yes_no_v1,7191,123,120,1,0.9140625,0.9140625
7191::295::cub_attribute_yes_no_v1,7191,123,295,1,0.609375,0.609375
7191::305::cub_attribute_yes_no_v1,7191,123,305,1,-0.25,-0.25
7191::309::cub_attribute_yes_no_v1,7191,123,309,0,0.296875,-0.296875
7191::311::cub_attribute_yes_no_v1,7191,123,311,1,1.203125,1.203125
7191::5::cub_attribute_yes_no_v1,7191,123,5,0,0.1796875,-0.1796875
7191::7::cub_attribute_yes_no_v1,7191,123,7,1,0.828125,0.828125
7201::104::cub_attribute_yes_no_v1,7201,123,104,1,1.1796875,1.1796875
7201::107::cub_attribute_yes_no_v1,7201,123,107,0,0.40625,-0.40625
7201::111::cub_attribute_yes_no_v1,7201,123,111,0,0.3203125,-0.3203125
7201::117::cub_attribute_yes_no_v1,7201,123,117,1,-0.78125,-0.78125
7201::118::cub_attribute_yes_no_v1,7201,123,118,0,-0.3828125,0.3828125
7201::120::cub_attribute_yes_no_v1,7201,123,120,1,0.3671875,0.3671875
7201::295::cub_attribute_yes_no_v1,7201,123,295,0,0.2890625,-0.2890625
7201::299::cub_attribute_yes_no_v1,7201,123,299,0,0.1953125,-0.1953125
7201::305::cub_attribute_yes_no_v1,7201,123,305,1,-0.578125,-0.578125
7201::308::cub_attribute_yes_no_v1,7201,123,308,1,0.65625,0.65625
7201::310::cub_attribute_yes_no_v1,7201,123,310,0,-0.3984375,0.3984375
7201::311::cub_attribute_yes_no_v1,7201,123,311,1,0.90625,0.90625
7201::312::cub_attribute_yes_no_v1,7201,123,312,0,-0.15625,0.15625
7201::7::cub_attribute_yes_no_v1,7201,123,7,0,-0.453125,0.453125
7201::8::cub_attribute_yes_no_v1,7201,123,8,1,0.4765625,0.4765625
7208::100::cub_attribute_yes_no_v1,7208,123,100,0,-1.015625,1.015625
7208::102::cub_attribute_yes_no_v1,7208,123,102,0,0.6640625,-0.6640625
7208::111::cub_attribute_yes_no_v1,7208,123,111,0,-0.5078125,0.5078125
7208::117::cub_attribute_yes_no_v1,7208,123,117,1,-0.3125,-0.3125
7208::118::cub_attribute_yes_no_v1,7208,123,118,1,0.5390625,0.5390625
7208::295::cub_attribute_yes_no_v1,7208,123,295,1,0.2265625,0.2265625
7208::305::cub_attribute_yes_no_v1,7208,123,305,1,-0.0078125,-0.0078125
7208::306::cub_attribute_yes_no_v1,7208,123,306,0,-0.453125,0.453125
7208::308::cub_attribute_yes_no_v1,7208,123,308,0,-0.8203125,0.8203125
7208::310::cub_attribute_yes_no_v1,7208,123,310,0,0.0859375,-0.0859375
7208::311::cub_attribute_yes_no_v1,7208,123,311,0,-0.0625,0.0625
7208::312::cub_attribute_yes_no_v1,7208,123,312,1,-0.0234375,-0.0234375
7208::7::cub_attribute_yes_no_v1,7208,123,7,0,-0.8359375,0.8359375
7208::8::cub_attribute_yes_no_v1,7208,123,8,1,0.953125,0.953125
7208::96::cub_attribute_yes_no_v1,7208,123,96,1,0.9453125,0.9453125
7298::101::cub_attribute_yes_no_v1,7298,125,101,0,-0.4453125,0.4453125
7298::102::cub_attribute_yes_no_v1,7298,125,102,0,1.3828125,-1.3828125
7298::104::cub_attribute_yes_no_v1,7298,125,104,1,1.1015625,1.1015625
7298::107::cub_attribute_yes_no_v1,7298,125,107,1,0.734375,0.734375
7298::111::cub_attribute_yes_no_v1,7298,125,111,1,0.484375,0.484375
7298::117::cub_attribute_yes_no_v1,7298,125,117,1,-0.2734375,-0.2734375
7298::118::cub_attribute_yes_no_v1,7298,125,118,0,0.1484375,-0.1484375
7298::120::cub_attribute_yes_no_v1,7298,125,120,0,-0.4921875,0.4921875
7298::295::cub_attribute_yes_no_v1,7298,125,295,1,1.0546875,1.0546875
7298::299::cub_attribute_yes_no_v1,7298,125,299,1,0.78125,0.78125
7298::305::cub_attribute_yes_no_v1,7298,125,305,1,0.3203125,0.3203125
7298::310::cub_attribute_yes_no_v1,7298,125,310,0,-1.1640625,1.1640625
7298::311::cub_attribute_yes_no_v1,7298,125,311,1,1.296875,1.296875
7298::8::cub_attribute_yes_no_v1,7298,125,8,1,0.5625,0.5625
7300::103::cub_attribute_yes_no_v1,7300,125,103,1,0.7578125,0.7578125
7300::105::cub_attribute_yes_no_v1,7300,125,105,0,0.203125,-0.203125
7300::111::cub_attribute_yes_no_v1,7300,125,111,1,0.609375,0.609375
7300::117::cub_attribute_yes_no_v1,7300,125,117,1,-0.015625,-0.015625
7300::118::cub_attribute_yes_no_v1,7300,125,118,0,0.5859375,-0.5859375
7300::295::cub_attribute_yes_no_v1,7300,125,295,1,0.890625,0.890625
7300::305::cub_attribute_yes_no_v1,7300,125,305,1,0.734375,0.734375
7300::311::cub_attribute_yes_no_v1,7300,125,311,1,0.8046875,0.8046875
7300::8::cub_attribute_yes_no_v1,7300,125,8,1,0.578125,0.578125
7307::104::cub_attribute_yes_no_v1,7307,125,104,1,0.8046875,0.8046875
7307::105::cub_attribute_yes_no_v1,7307,125,105,0,0.515625,-0.515625
7307::117::cub_attribute_yes_no_v1,7307,125,117,1,-0.03125,-0.03125
7307::118::cub_attribute_yes_no_v1,7307,125,118,0,-0.1015625,0.1015625
7307::120::cub_attribute_yes_no_v1,7307,125,120,1,0.3671875,0.3671875
7307::295::cub_attribute_yes_no_v1,7307,125,295,1,0.90625,0.90625
7307::299::cub_attribute_yes_no_v1,7307,125,299,0,-0.859375,0.859375
7307::311::cub_attribute_yes_no_v1,7307,125,311,0,-0.75,0.75
7307::312::cub_attribute_yes_no_v1,7307,125,312,1,0.3359375,0.3359375
7307::7::cub_attribute_yes_no_v1,7307,125,7,0,-0.359375,0.359375
7307::8::cub_attribute_yes_no_v1,7307,125,8,1,0.5,0.5
7325::100::cub_attribute_yes_no_v1,7325,125,100,0,-1.0390625,1.0390625
7325::101::cub_attribute_yes_no_v1,7325,125,101,1,0.3046875,0.3046875
7325::104::cub_attribute_yes_no_v1,7325,125,104,0,-0.6484375,0.6484375
7325::111::cub_attribute_yes_no_v1,7325,125,111,1,0.5703125,0.5703125
7325::117::cub_attribute_yes_no_v1,7325,125,117,1,-0.8515625,-0.8515625
7325::120::cub_attribute_yes_no_v1,7325,125,120,0,-0.1796875,0.1796875
7325::299::cub_attribute_yes_no_v1,7325,125,299,1,0.71875,0.71875
7325::309::cub_attribute_yes_no_v1,7325,125,309,0,0.4453125,-0.4453125
7325::311::cub_attribute_yes_no_v1,7325,125,311,1,0.5703125,0.5703125
7325::312::cub_attribute_yes_no_v1,7325,125,312,0,-0.515625,0.515625
7325::7::cub_attribute_yes_no_v1,7325,125,7,0,-0.4765625,0.4765625
7325::8::cub_attribute_yes_no_v1,7325,125,8,1,0.4609375,0.4609375
7571::100::cub_attribute_yes_no_v1,7571,130,100,0,-1.015625,1.015625
7571::103::cub_attribute_yes_no_v1,7571,130,103,1,0.3984375,0.3984375
7571::120::cub_attribute_yes_no_v1,7571,130,120,0,-1.3125,1.3125
7571::295::cub_attribute_yes_no_v1,7571,130,295,0,-1.5390625,1.5390625
7571::308::cub_attribute_yes_no_v1,7571,130,308,1,1.859375,1.859375
7571::311::cub_attribute_yes_no_v1,7571,130,311,1,0.3515625,0.3515625
7571::312::cub_attribute_yes_no_v1,7571,130,312,0,-0.4140625,0.4140625
7571::7::cub_attribute_yes_no_v1,7571,130,7,0,-0.140625,0.140625
7571::8::cub_attribute_yes_no_v1,7571,130,8,1,-0.046875,-0.046875
7585::100::cub_attribute_yes_no_v1,7585,130,100,0,-1.0546875,1.0546875
7585::102::cub_attribute_yes_no_v1,7585,130,102,0,0.6875,-0.6875
7585::105::cub_attribute_yes_no_v1,7585,130,105,1,-0.40625,-0.40625
7585::107::cub_attribute_yes_no_v1,7585,130,107,0,-0.8125,0.8125
7585::111::cub_attribute_yes_no_v1,7585,130,111,1,1.078125,1.078125
7585::117::cub_attribute_yes_no_v1,7585,130,117,0,0.1015625,-0.1015625
7585::118::cub_attribute_yes_no_v1,7585,130,118,1,0.1640625,0.1640625
7585::120::cub_attribute_yes_no_v1,7585,130,120,1,0.484375,0.484375
7585::295::cub_attribute_yes_no_v1,7585,130,295,1,1.1953125,1.1953125
7585::299::cub_attribute_yes_no_v1,7585,130,299,0,-1.4140625,1.4140625
7585::305::cub_attribute_yes_no_v1,7585,130,305,1,0.3359375,0.3359375
7585::306::cub_attribute_yes_no_v1,7585,130,306,0,-0.421875,0.421875
7585::309::cub_attribute_yes_no_v1,7585,130,309,0,0.4375,-0.4375
7585::311::cub_attribute_yes_no_v1,7585,130,311,1,0.28125,0.28125
7585::7::cub_attribute_yes_no_v1,7585,130,7,0,-0.8203125,0.8203125
7585::8::cub_attribute_yes_no_v1,7585,130,8,1,0.9453125,0.9453125
7585::96::cub_attribute_yes_no_v1,7585,130,96,0,-0.9921875,0.9921875
7619::101::cub_attribute_yes_no_v1,7619,130,101,1,0.5625,0.5625
7619::111::cub_attribute_yes_no_v1,7619,130,111,0,-0.875,0.875
7619::117::cub_attribute_yes_no_v1,7619,130,117,0,0.4765625,-0.4765625
7619::118::cub_attribute_yes_no_v1,7619,130,118,0,-0.1953125,0.1953125
7619::120::cub_attribute_yes_no_v1,7619,130,120,1,0.9140625,0.9140625
7619::295::cub_attribute_yes_no_v1,7619,130,295,1,0.8359375,0.8359375
7619::299::cub_attribute_yes_no_v1,7619,130,299,0,-0.9765625,0.9765625
