decision_id,image_id,class_id,attribute_id,target,stage,selection_method,selection_k,metric_scale,effect
3893::107::cub_attribute_yes_no_v1,3893,67,107,1,projector.output,vision_cls_attention,16,raw_yes_minus_no,-0.2994791666666667
3893::107::cub_attribute_yes_no_v1,3893,67,107,1,projector.output,vision_cls_attention,32,correct_answer_margin,-0.026041666666666668
3893::107::cub_attribute_yes_no_v1,3893,67,107,1,projector.output,vision_cls_attention,32,raw_yes_minus_no,-0.026041666666666668
3893::107::cub_attribute_yes_no_v1,3893,67,107,1,projector.output,vision_cls_attention,64,correct_answer_margin,0.7682291666666666
3893::107::cub_attribute_yes_no_v1,3893,67,107,1,projector.output,vision_cls_attention,64,raw_yes_minus_no,0.7682291666666666
3893::107::cub_attribute_yes_no_v1,3893,67,107,1,vision.late,logit_concept,32,correct_answer_margin,-0.16145833333333331
3893::107::cub_attribute_yes_no_v1,3893,67,107,1,vision.late,logit_concept,32,raw_yes_minus_no,-0.16145833333333331
3893::107::cub_attribute_yes_no_v1,3893,67,107,1,vision.late,vision_cls_attention,8,correct_answer_margin,-0.19010416666666666
3893::107::cub_attribute_yes_no_v1,3893,67,107,1,vision.late,vision_cls_attention,8,raw_yes_minus_no,-0.19010416666666666
3893::107::cub_attribute_yes_no_v1,3893,67,107,1,vision.late,vision_cls_attention,16,correct_answer_margin,-0.2864583333333333
3893::107::cub_attribute_yes_no_v1,3893,67,107,1,vision.late,vision_cls_attention,16,raw_yes_minus_no,-0.2864583333333333
3893::107::cub_attribute_yes_no_v1,3893,67,107,1,vision.late,vision_cls_attention,32,correct_answer_margin,-0.03125
3893::107::cub_attribute_yes_no_v1,3893,67,107,1,vision.late,vision_cls_attention,32,raw_yes_minus_no,-0.03125
3893::107::cub_attribute_yes_no_v1,3893,67,107,1,vision.late,vision_cls_attention,64,correct_answer_margin,0.7265625
3893::107::cub_attribute_yes_no_v1,3893,67,107,1,vision.late,vision_cls_attention,64,raw_yes_minus_no,0.7265625
3893::118::cub_attribute_yes_no_v1,3893,67,118,1,projector.output,logit_concept,32,correct_answer_margin,-0.0234375
3893::118::cub_attribute_yes_no_v1,3893,67,118,1,projector.output,logit_concept,32,raw_yes_minus_no,-0.0234375
3893::118::cub_attribute_yes_no_v1,3893,67,118,1,projector.output,vision_cls_attention,8,correct_answer_margin,-0.12760416666666666
3893::118::cub_attribute_yes_no_v1,3893,67,118,1,projector.output,vision_cls_attention,8,raw_yes_minus_no,-0.12760416666666666
3893::118::cub_attribute_yes_no_v1,3893,67,118,1,projector.output,vision_cls_attention,16,correct_answer_margin,-0.22916666666666666
3893::118::cub_attribute_yes_no_v1,3893,67,118,1,projector.output,vision_cls_attention,16,raw_yes_minus_no,-0.22916666666666666
3893::118::cub_attribute_yes_no_v1,3893,67,118,1,projector.output,vision_cls_attention,32,correct_answer_margin,-0.7239583333333333
3893::118::cub_attribute_yes_no_v1,3893,67,118,1,projector.output,vision_cls_attention,32,raw_yes_minus_no,-0.7239583333333333
3893::118::cub_attribute_yes_no_v1,3893,67,118,1,projector.output,vision_cls_attention,64,correct_answer_margin,-0.5833333333333334
3893::118::cub_attribute_yes_no_v1,3893,67,118,1,projector.output,vision_cls_attention,64,raw_yes_minus_no,-0.5833333333333334
3893::118::cub_attribute_yes_no_v1,3893,67,118,1,vision.late,logit_concept,32,correct_answer_margin,-0.0026041666666666574
3893::118::cub_attribute_yes_no_v1,3893,67,118,1,vision.late,logit_concept,32,raw_yes_minus_no,-0.0026041666666666574
3893::118::cub_attribute_yes_no_v1,3893,67,118,1,vision.late,vision_cls_attention,8,correct_answer_margin,-0.125
3893::118::cub_attribute_yes_no_v1,3893,67,118,1,vision.late,vision_cls_attention,8,raw_yes_minus_no,-0.125
3893::118::cub_attribute_yes_no_v1,3893,67,118,1,vision.late,vision_cls_attention,16,correct_answer_margin,-0.20572916666666666
3893::118::cub_attribute_yes_no_v1,3893,67,118,1,vision.late,vision_cls_attention,16,raw_yes_minus_no,-0.20572916666666666
3893::118::cub_attribute_yes_no_v1,3893,67,118,1,vision.late,vision_cls_attention,32,correct_answer_margin,-0.7317708333333333
3893::118::cub_attribute_yes_no_v1,3893,67,118,1,vision.late,vision_cls_attention,32,raw_yes_minus_no,-0.7317708333333333
3893::118::cub_attribute_yes_no_v1,3893,67,118,1,vision.late,vision_cls_attention,64,correct_answer_margin,-0.5885416666666666
3893::118::cub_attribute_yes_no_v1,3893,67,118,1,vision.late,vision_cls_attention,64,raw_yes_minus_no,-0.5885416666666666
3893::295::cub_attribute_yes_no_v1,3893,67,295,1,projector.output,logit_concept,32,correct_answer_margin,-0.049479166666666664
3893::295::cub_attribute_yes_no_v1,3893,67,295,1,projector.output,logit_concept,32,raw_yes_minus_no,-0.049479166666666664
3893::295::cub_attribute_yes_no_v1,3893,67,295,1,projector.output,vision_cls_attention,8,correct_answer_margin,-0.08072916666666667
3893::295::cub_attribute_yes_no_v1,3893,67,295,1,projector.output,vision_cls_attention,8,raw_yes_minus_no,-0.08072916666666667
3893::295::cub_attribute_yes_no_v1,3893,67,295,1,projector.output,vision_cls_attention,16,correct_answer_margin,-0.2890625
3893::295::cub_attribute_yes_no_v1,3893,67,295,1,projector.output,vision_cls_attention,16,raw_yes_minus_no,-0.2890625
3893::295::cub_attribute_yes_no_v1,3893,67,295,1,projector.output,vision_cls_attention,32,correct_answer_margin,-0.13541666666666666
3893::295::cub_attribute_yes_no_v1,3893,67,295,1,projector.output,vision_cls_attention,32,raw_yes_minus_no,-0.13541666666666666
3893::295::cub_attribute_yes_no_v1,3893,67,295,1,projector.output,vision_cls_attention,64,correct_answer_margin,0.8489583333333334
3893::295::cub_attribute_yes_no_v1,3893,67,295,1,projector.output,vision_cls_attention,64,raw_yes_minus_no,0.8489583333333334
3893::295::cub_attribute_yes_no_v1,3893,67,295,1,vision.late,logit_concept,32,correct_answer_margin,-0.0390625
3893::295::cub_attribute_yes_no_v1,3893,67,295,1,vision.late,logit_concept,32,raw_yes_minus_no,-0.0390625
3893::295::cub_attribute_yes_no_v1,3893,67,295,1,vision.late,vision_cls_attention,8,correct_answer_margin,-0.11458333333333333
3893::295::cub_attribute_yes_no_v1,3893,67,295,1,vision.late,vision_cls_attention,8,raw_yes_minus_no,-0.11458333333333333
3893::295::cub_attribute_yes_no_v1,3893,67,295,1,vision.late,vision_cls_attention,16,correct_answer_margin,-0.2994791666666667
3893::295::cub_attribute_yes_no_v1,3893,67,295,1,vision.late,vision_cls_attention,16,raw_yes_minus_no,-0.2994791666666667
3893::295::cub_attribute_yes_no_v1,3893,67,295,1,vision.late,vision_cls_attention,32,correct_answer_margin,-0.1796875
3893::295::cub_attribute_yes_no_v1,3893,67,295,1,vision.late,vision_cls_attention,32,raw_yes_minus_no,-0.1796875
3893::295::cub_attribute_yes_no_v1,3893,67,295,1,vision.late,vision_cls_attention,64,correct_answer_margin,0.7864583333333334
3893::295::cub_attribute_yes_no_v1,3893,67,295,1,vision.late,vision_cls_attention,64,raw_yes_minus_no,0.7864583333333334
3893::305::cub_attribute_yes_no_v1,3893,67,305,0,projector.output,logit_concept,32,correct_answer_margin,-0.05729166666666667
3893::305::cub_attribute_yes_no_v1,3893,67,305,0,projector.output,logit_concept,32,raw_yes_minus_no,0.05729166666666667
3893::305::cub_attribute_yes_no_v1,3893,67,305,0,projector.output,vision_cls_attention,8,correct_answer_margin,0.05989583333333333
3893::305::cub_attribute_yes_no_v1,3893,67,305,0,projector.output,vision_cls_attention,8,raw_yes_minus_no,-0.05989583333333333
3893::305::cub_attribute_yes_no_v1,3893,67,305,0,projector.output,vision_cls_attention,16,correct_answer_margin,0.2916666666666667
3893::305::cub_attribute_yes_no_v1,3893,67,305,0,projector.output,vision_cls_attention,16,raw_yes_minus_no,-0.2916666666666667
3893::305::cub_attribute_yes_no_v1,3893,67,305,0,projector.output,vision_cls_attention,32,correct_answer_margin,0.5182291666666666
3893::305::cub_attribute_yes_no_v1,3893,67,305,0,projector.output,vision_cls_attention,32,raw_yes_minus_no,-0.5182291666666666
3893::305::cub_attribute_yes_no_v1,3893,67,305,0,projector.output,vision_cls_attention,64,correct_answer_margin,-0.1796875
3893::305::cub_attribute_yes_no_v1,3893,67,305,0,projector.output,vision_cls_attention,64,raw_yes_minus_no,0.1796875
3893::305::cub_attribute_yes_no_v1,3893,67,305,0,vision.late,logit_concept,32,correct_answer_margin,-0.018229166666666664
3893::305::cub_attribute_yes_no_v1,3893,67,305,0,vision.late,logit_concept,32,raw_yes_minus_no,0.018229166666666664
3893::305::cub_attribute_yes_no_v1,3893,67,305,0,vision.late,vision_cls_attention,8,correct_answer_margin,0.057291666666666664
3893::305::cub_attribute_yes_no_v1,3893,67,305,0,vision.late,vision_cls_attention,8,raw_yes_minus_no,-0.057291666666666664
3893::305::cub_attribute_yes_no_v1,3893,67,305,0,vision.late,vision_cls_attention,16,correct_answer_margin,0.3151041666666667
3893::305::cub_attribute_yes_no_v1,3893,67,305,0,vision.late,vision_cls_attention,16,raw_yes_minus_no,-0.3151041666666667
3893::305::cub_attribute_yes_no_v1,3893,67,305,0,vision.late,vision_cls_attention,32,correct_answer_margin,0.5625
3893::305::cub_attribute_yes_no_v1,3893,67,305,0,vision.late,vision_cls_attention,32,raw_yes_minus_no,-0.5625
3893::305::cub_attribute_yes_no_v1,3893,67,305,0,vision.late,vision_cls_attention,64,correct_answer_margin,-0.046875
3893::305::cub_attribute_yes_no_v1,3893,67,305,0,vision.late,vision_cls_attention,64,raw_yes_minus_no,0.046875
3893::311::cub_attribute_yes_no_v1,3893,67,311,0,projector.output,logit_concept,32,correct_answer_margin,-0.13541666666666666
3893::311::cub_attribute_yes_no_v1,3893,67,311,0,projector.output,logit_concept,32,raw_yes_minus_no,0.13541666666666666
3893::311::cub_attribute_yes_no_v1,3893,67,311,0,projector.output,vision_cls_attention,8,correct_answer_margin,0.13541666666666666
3893::311::cub_attribute_yes_no_v1,3893,67,311,0,projector.output,vision_cls_attention,8,raw_yes_minus_no,-0.13541666666666666
3893::311::cub_attribute_yes_no_v1,3893,67,311,0,projector.output,vision_cls_attention,16,correct_answer_margin,0.34375
3893::311::cub_attribute_yes_no_v1,3893,67,311,0,projector.output,vision_cls_attention,16,raw_yes_minus_no,-0.34375
3893::311::cub_attribute_yes_no_v1,3893,67,311,0,projector.output,vision_cls_attention,32,correct_answer_margin,0.40625
3893::311::cub_attribute_yes_no_v1,3893,67,311,0,projector.output,vision_cls_attention,32,raw_yes_minus_no,-0.40625
3893::311::cub_attribute_yes_no_v1,3893,67,311,0,projector.output,vision_cls_attention,64,correct_answer_margin,0.3203125
3893::311::cub_attribute_yes_no_v1,3893,67,311,0,projector.output,vision_cls_attention,64,raw_yes_minus_no,-0.3203125
3893::311::cub_attribute_yes_no_v1,3893,67,311,0,vision.late,logit_concept,32,correct_answer_margin,-0.16145833333333334
3893::311::cub_attribute_yes_no_v1,3893,67,311,0,vision.late,logit_concept,32,raw_yes_minus_no,0.16145833333333334
3893::311::cub_attribute_yes_no_v1,3893,67,311,0,vision.late,vision_cls_attention,8,correct_answer_margin,0.140625
3893::311::cub_attribute_yes_no_v1,3893,67,311,0,vision.late,vision_cls_attention,8,raw_yes_minus_no,-0.140625
3893::311::cub_attribute_yes_no_v1,3893,67,311,0,vision.late,vision_cls_attention,16,correct_answer_margin,0.3359375
3893::311::cub_attribute_yes_no_v1,3893,67,311,0,vision.late,vision_cls_attention,16,raw_yes_minus_no,-0.3359375
3893::311::cub_attribute_yes_no_v1,3893,67,311,0,vision.late,vision_cls_attention,32,correct_answer_margin,0.3619791666666667
3893::311::cub_attribute_yes_no_v1,3893,67,311,0,vision.late,vision_cls_attention,32,raw_yes_minus_no,-0.3619791666666667
3893::311::cub_attribute_yes_no_v1,3893,67,311,0,vision.late,vision_cls_attention,64,correct_answer_margin,0.33333333333333337
3893::311::cub_attribute_yes_no_v1,3893,67,311,0,vision.late,vision_cls_attention,64,raw_yes_minus_no,-0.33333333333333337
3893::312::cub_attribute_yes_no_v1,3893,67,312,1,projector.output,logit_concept,32,correct_answer_margin,0.005208333333333343
3893::312::cub_attribute_yes_no_v1,3893,67,312,1,projector.output,logit_concept,32,raw_yes_minus_no,0.005208333333333343
3893::312::cub_attribute_yes_no_v1,3893,67,312,1,projector.output,vision_cls_attention,8,correct_answer_margin,-0.1171875
3893::312::cub_attribute_yes_no_v1,3893,67,312,1,projector.output,vision_cls_attention,8,raw_yes_minus_no,-0.1171875
3893::312::cub_attribute_yes_no_v1,3893,67,312,1,projector.output,vision_cls_attention,16,correct_answer_margin,-0.0625
3893::312::cub_attribute_yes_no_v1,3893,67,312,1,projector.output,vision_cls_attention,16,raw_yes_minus_no,-0.0625
3893::312::cub_attribute_yes_no_v1,3893,67,312,1,projector.output,vision_cls_attention,32,correct_answer_margin,0.4739583333333333
3893::312::cub_attribute_yes_no_v1,3893,67,312,1,projector.output,vision_cls_attention,32,raw_yes_minus_no,0.4739583333333333
3893::312::cub_attribute_yes_no_v1,3893,67,312,1,projector.output,vision_cls_attention,64,correct_answer_margin,0.6536458333333334
3893::312::cub_attribute_yes_no_v1,3893,67,312,1,projector.output,vision_cls_attention,64,raw_yes_minus_no,0.6536458333333334
3893::312::cub_attribute_yes_no_v1,3893,67,312,1,vision.late,logit_concept,32,correct_answer_margin,0.03645833333333334
3893::312::cub_attribute_yes_no_v1,3893,67,312,1,vision.late,logit_concept,32,raw_yes_minus_no,0.03645833333333334
3893::312::cub_attribute_yes_no_v1,3893,67,312,1,vision.late,vision_cls_attention,8,correct_answer_margin,-0.1171875
3893::312::cub_attribute_yes_no_v1,3893,67,312,1,vision.late,vision_cls_attention,8,raw_yes_minus_no,-0.1171875
3893::312::cub_attribute_yes_no_v1,3893,67,312,1,vision.late,vision_cls_attention,16,correct_answer_margin,-0.028645833333333332
3893::312::cub_attribute_yes_no_v1,3893,67,312,1,vision.late,vision_cls_attention,16,raw_yes_minus_no,-0.028645833333333332
3893::312::cub_attribute_yes_no_v1,3893,67,312,1,vision.late,vision_cls_attention,32,correct_answer_margin,0.5182291666666666
3893::312::cub_attribute_yes_no_v1,3893,67,312,1,vision.late,vision_cls_attention,32,raw_yes_minus_no,0.5182291666666666
3893::312::cub_attribute_yes_no_v1,3893,67,312,1,vision.late,vision_cls_attention,64,correct_answer_margin,0.6119791666666666
3893::312::cub_attribute_yes_no_v1,3893,67,312,1,vision.late,vision_cls_attention,64,raw_yes_minus_no,0.6119791666666666
4197::102::cub_attribute_yes_no_v1,4197,73,102,0,projector.output,logit_concept,32,correct_answer_margin,0.06770833333333334
4197::102::cub_attribute_yes_no_v1,4197,73,102,0,projector.output,logit_concept,32,raw_yes_minus_no,-0.06770833333333334
4197::102::cub_attribute_yes_no_v1,4197,73,102,0,projector.output,vision_cls_attention,8,correct_answer_margin,0.020833333333333336
4197::102::cub_attribute_yes_no_v1,4197,73,102,0,projector.output,vision_cls_attention,8,raw_yes_minus_no,-0.020833333333333336
4197::102::cub_attribute_yes_no_v1,4197,73,102,0,projector.output,vision_cls_attention,16,correct_answer_margin,0.0026041666666666665
4197::102::cub_attribute_yes_no_v1,4197,73,102,0,projector.output,vision_cls_attention,16,raw_yes_minus_no,-0.0026041666666666665
4197::102::cub_attribute_yes_no_v1,4197,73,102,0,projector.output,vision_cls_attention,32,correct_answer_margin,0.0078125
4197::102::cub_attribute_yes_no_v1,4197,73,102,0,projector.output,vision_cls_attention,32,raw_yes_minus_no,-0.0078125
4197::102::cub_attribute_yes_no_v1,4197,73,102,0,projector.output,vision_cls_attention,64,correct_answer_margin,0.2838541666666667
4197::102::cub_attribute_yes_no_v1,4197,73,102,0,projector.output,vision_cls_attention,64,raw_yes_minus_no,-0.2838541666666667
4197::102::cub_attribute_yes_no_v1,4197,73,102,0,vision.late,logit_concept,32,correct_answer_margin,0.0703125
4197::102::cub_attribute_yes_no_v1,4197,73,102,0,vision.late,logit_concept,32,raw_yes_minus_no,-0.0703125
4197::102::cub_attribute_yes_no_v1,4197,73,102,0,vision.late,vision_cls_attention,8,correct_answer_margin,0.005208333333333332
4197::102::cub_attribute_yes_no_v1,4197,73,102,0,vision.late,vision_cls_attention,8,raw_yes_minus_no,-0.005208333333333332
4197::102::cub_attribute_yes_no_v1,4197,73,102,0,vision.late,vision_cls_attention,16,correct_answer_margin,0.026041666666666664
4197::102::cub_attribute_yes_no_v1,4197,73,102,0,vision.late,vision_cls_attention,16,raw_yes_minus_no,-0.026041666666666664
4197::102::cub_attribute_yes_no_v1,4197,73,102,0,vision.late,vision_cls_attention,32,correct_answer_margin,0.0234375
4197::102::cub_attribute_yes_no_v1,4197,73,102,0,vision.late,vision_cls_attention,32,raw_yes_minus_no,-0.0234375
4197::102::cub_attribute_yes_no_v1,4197,73,102,0,vision.late,vision_cls_attention,64,correct_answer_margin,0.28125
4197::102::cub_attribute_yes_no_v1,4197,73,102,0,vision.late,vision_cls_attention,64,raw_yes_minus_no,-0.28125
4197::105::cub_attribute_yes_no_v1,4197,73,105,1,projector.output,logit_concept,32,correct_answer_margin,-0.12760416666666666
4197::105::cub_attribute_yes_no_v1,4197,73,105,1,projector.output,logit_concept,32,raw_yes_minus_no,-0.12760416666666666
4197::105::cub_attribute_yes_no_v1,4197,73,105,1,projector.output,vision_cls_attention,8,correct_answer_margin,-0.05208333333333333
4197::105::cub_attribute_yes_no_v1,4197,73,105,1,projector.output,vision_cls_attention,8,raw_yes_minus_no,-0.05208333333333333
4197::105::cub_attribute_yes_no_v1,4197,73,105,1,projector.output,vision_cls_attention,16,correct_answer_margin,-0.015625
4197::105::cub_attribute_yes_no_v1,4197,73,105,1,projector.output,vision_cls_attention,16,raw_yes_minus_no,-0.015625
4197::105::cub_attribute_yes_no_v1,4197,73,105,1,projector.output,vision_cls_attention,32,correct_answer_margin,0.07291666666666667
4197::105::cub_attribute_yes_no_v1,4197,73,105,1,projector.output,vision_cls_attention,32,raw_yes_minus_no,0.07291666666666667
4197::105::cub_attribute_yes_no_v1,4197,73,105,1,projector.output,vision_cls_attention,64,correct_answer_margin,0.4947916666666667
4197::105::cub_attribute_yes_no_v1,4197,73,105,1,projector.output,vision_cls_attention,64,raw_yes_minus_no,0.4947916666666667
4197::105::cub_attribute_yes_no_v1,4197,73,105,1,vision.late,logit_concept,32,correct_answer_margin,-0.15104166666666666
4197::105::cub_attribute_yes_no_v1,4197,73,105,1,vision.late,logit_concept,32,raw_yes_minus_no,-0.15104166666666666
4197::105::cub_attribute_yes_no_v1,4197,73,105,1,vision.late,vision_cls_attention,8,correct_answer_margin,-0.07291666666666666
4197::105::cub_attribute_yes_no_v1,4197,73,105,1,vision.late,vision_cls_attention,8,raw_yes_minus_no,-0.07291666666666666
4197::105::cub_attribute_yes_no_v1,4197,73,105,1,vision.late,vision_cls_attention,16,correct_answer_margin,-0.052083333333333336
4197::105::cub_attribute_yes_no_v1,4197,73,105,1,vision.late,vision_cls_attention,16,raw_yes_minus_no,-0.052083333333333336
4197::105::cub_attribute_yes_no_v1,4197,73,105,1,vision.late,vision_cls_attention,32,correct_answer_margin,-0.015625
4197::105::cub_attribute_yes_no_v1,4197,73,105,1,vision.late,vision_cls_attention,32,raw_yes_minus_no,-0.015625
4197::105::cub_attribute_yes_no_v1,4197,73,105,1,vision.late,vision_cls_attention,64,correct_answer_margin,0.3567708333333333
4197::105::cub_attribute_yes_no_v1,4197,73,105,1,vision.late,vision_cls_attention,64,raw_yes_minus_no,0.3567708333333333
4197::111::cub_attribute_yes_no_v1,4197,73,111,1,projector.output,logit_concept,32,correct_answer_margin,-0.18229166666666666
4197::111::cub_attribute_yes_no_v1,4197,73,111,1,projector.output,logit_concept,32,raw_yes_minus_no,-0.18229166666666666
4197::111::cub_attribute_yes_no_v1,4197,73,111,1,projector.output,vision_cls_attention,8,correct_answer_margin,0.0078125
4197::111::cub_attribute_yes_no_v1,4197,73,111,1,projector.output,vision_cls_attention,8,raw_yes_minus_no,0.0078125
4197::111::cub_attribute_yes_no_v1,4197,73,111,1,projector.output,vision_cls_attention,16,correct_answer_margin,-0.020833333333333336
4197::111::cub_attribute_yes_no_v1,4197,73,111,1,projector.output,vision_cls_attention,16,raw_yes_minus_no,-0.020833333333333336
4197::111::cub_attribute_yes_no_v1,4197,73,111,1,projector.output,vision_cls_attention,32,correct_answer_margin,0.08854166666666667
4197::111::cub_attribute_yes_no_v1,4197,73,111,1,projector.output,vision_cls_attention,32,raw_yes_minus_no,0.08854166666666667
4197::111::cub_attribute_yes_no_v1,4197,73,111,1,projector.output,vision_cls_attention,64,correct_answer_margin,-0.08072916666666666
4197::111::cub_attribute_yes_no_v1,4197,73,111,1,projector.output,vision_cls_attention,64,raw_yes_minus_no,-0.08072916666666666
4197::111::cub_attribute_yes_no_v1,4197,73,111,1,vision.late,logit_concept,32,correct_answer_margin,-0.07291666666666667
4197::111::cub_attribute_yes_no_v1,4197,73,111,1,vision.late,logit_concept,32,raw_yes_minus_no,-0.07291666666666667
4197::111::cub_attribute_yes_no_v1,4197,73,111,1,vision.late,vision_cls_attention,8,correct_answer_margin,-0.018229166666666668
4197::111::cub_attribute_yes_no_v1,4197,73,111,1,vision.late,vision_cls_attention,8,raw_yes_minus_no,-0.018229166666666668
4197::111::cub_attribute_yes_no_v1,4197,73,111,1,vision.late,vision_cls_attention,16,correct_answer_margin,0.013020833333333334
4197::111::cub_attribute_yes_no_v1,4197,73,111,1,vision.late,vision_cls_attention,16,raw_yes_minus_no,0.013020833333333334
4197::111::cub_attribute_yes_no_v1,4197,73,111,1,vision.late,vision_cls_attention,32,correct_answer_margin,0.14322916666666666
4197::111::cub_attribute_yes_no_v1,4197,73,111,1,vision.late,vision_cls_attention,32,raw_yes_minus_no,0.14322916666666666
4197::111::cub_attribute_yes_no_v1,4197,73,111,1,vision.late,vision_cls_attention,64,correct_answer_margin,0.09375
4197::111::cub_attribute_yes_no_v1,4197,73,111,1,vision.late,vision_cls_attention,64,raw_yes_minus_no,0.09375
4197::117::cub_attribute_yes_no_v1,4197,73,117,1,projector.output,logit_concept,32,correct_answer_margin,-0.057291666666666664
4197::117::cub_attribute_yes_no_v1,4197,73,117,1,projector.output,logit_concept,32,raw_yes_minus_no,-0.057291666666666664
4197::117::cub_attribute_yes_no_v1,4197,73,117,1,projector.output,vision_cls_attention,8,correct_answer_margin,-0.049479166666666664
4197::117::cub_attribute_yes_no_v1,4197,73,117,1,projector.output,vision_cls_attention,8,raw_yes_minus_no,-0.049479166666666664
4197::117::cub_attribute_yes_no_v1,4197,73,117,1,projector.output,vision_cls_attention,16,correct_answer_margin,-0.0859375
4197::117::cub_attribute_yes_no_v1,4197,73,117,1,projector.output,vision_cls_attention,16,raw_yes_minus_no,-0.0859375
4197::117::cub_attribute_yes_no_v1,4197,73,117,1,projector.output,vision_cls_attention,32,correct_answer_margin,-0.1640625
4197::117::cub_attribute_yes_no_v1,4197,73,117,1,projector.output,vision_cls_attention,32,raw_yes_minus_no,-0.1640625
4197::117::cub_attribute_yes_no_v1,4197,73,117,1,projector.output,vision_cls_attention,64,correct_answer_margin,-0.203125
4197::117::cub_attribute_yes_no_v1,4197,73,117,1,projector.output,vision_cls_attention,64,raw_yes_minus_no,-0.203125
4197::117::cub_attribute_yes_no_v1,4197,73,117,1,vision.late,logit_concept,32,correct_answer_margin,0.005208333333333334
4197::117::cub_attribute_yes_no_v1,4197,73,117,1,vision.late,logit_concept,32,raw_yes_minus_no,0.005208333333333334
4197::117::cub_attribute_yes_no_v1,4197,73,117,1,vision.late,vision_cls_attention,8,correct_answer_margin,-0.049479166666666664
4197::117::cub_attribute_yes_no_v1,4197,73,117,1,vision.late,vision_cls_attention,8,raw_yes_minus_no,-0.049479166666666664
4197::117::cub_attribute_yes_no_v1,4197,73,117,1,vision.late,vision_cls_attention,16,correct_answer_margin,-0.07552083333333333
4197::117::cub_attribute_yes_no_v1,4197,73,117,1,vision.late,vision_cls_attention,16,raw_yes_minus_no,-0.07552083333333333
4197::117::cub_attribute_yes_no_v1,4197,73,117,1,vision.late,vision_cls_attention,32,correct_answer_margin,-0.15364583333333334
4197::117::cub_attribute_yes_no_v1,4197,73,117,1,vision.late,vision_cls_attention,32,raw_yes_minus_no,-0.15364583333333334
4197::117::cub_attribute_yes_no_v1,4197,73,117,1,vision.late,vision_cls_attention,64,correct_answer_margin,-0.13020833333333334
4197::117::cub_attribute_yes_no_v1,4197,73,117,1,vision.late,vision_cls_attention,64,raw_yes_minus_no,-0.13020833333333334
4197::294::cub_attribute_yes_no_v1,4197,73,294,1,projector.output,logit_concept,32,correct_answer_margin,-0.04166666666666667
4197::294::cub_attribute_yes_no_v1,4197,73,294,1,projector.output,logit_concept,32,raw_yes_minus_no,-0.04166666666666667
4197::294::cub_attribute_yes_no_v1,4197,73,294,1,projector.output,vision_cls_attention,8,correct_answer_margin,-0.018229166666666668
4197::294::cub_attribute_yes_no_v1,4197,73,294,1,projector.output,vision_cls_attention,8,raw_yes_minus_no,-0.018229166666666668
4197::294::cub_attribute_yes_no_v1,4197,73,294,1,projector.output,vision_cls_attention,16,correct_answer_margin,-0.1015625
4197::294::cub_attribute_yes_no_v1,4197,73,294,1,projector.output,vision_cls_attention,16,raw_yes_minus_no,-0.1015625
4197::294::cub_attribute_yes_no_v1,4197,73,294,1,projector.output,vision_cls_attention,32,correct_answer_margin,-0.13541666666666666
4197::294::cub_attribute_yes_no_v1,4197,73,294,1,projector.output,vision_cls_attention,32,raw_yes_minus_no,-0.13541666666666666
4197::294::cub_attribute_yes_no_v1,4197,73,294,1,projector.output,vision_cls_attention,64,correct_answer_margin,0.057291666666666664
4197::294::cub_attribute_yes_no_v1,4197,73,294,1,projector.output,vision_cls_attention,64,raw_yes_minus_no,0.057291666666666664
4197::294::cub_attribute_yes_no_v1,4197,73,294,1,vision.late,logit_concept,32,correct_answer_margin,-0.0546875
4197::294::cub_attribute_yes_no_v1,4197,73,294,1,vision.late,logit_concept,32,raw_yes_minus_no,-0.0546875
4197::294::cub_attribute_yes_no_v1,4197,73,294,1,vision.late,vision_cls_attention,8,correct_answer_margin,-0.020833333333333336
4197::294::cub_attribute_yes_no_v1,4197,73,294,1,vision.late,vision_cls_attention,8,raw_yes_minus_no,-0.020833333333333336
4197::294::cub_attribute_yes_no_v1,4197,73,294,1,vision.late,vision_cls_attention,16,correct_answer_margin,-0.10677083333333333
4197::294::cub_attribute_yes_no_v1,4197,73,294,1,vision.late,vision_cls_attention,16,raw_yes_minus_no,-0.10677083333333333
4197::294::cub_attribute_yes_no_v1,4197,73,294,1,vision.late,vision_cls_attention,32,correct_answer_margin,-0.1640625
4197::294::cub_attribute_yes_no_v1,4197,73,294,1,vision.late,vision_cls_attention,32,raw_yes_minus_no,-0.1640625
4197::294::cub_attribute_yes_no_v1,4197,73,294,1,vision.late,vision_cls_attention,64,correct_answer_margin,0.002604166666666668
4197::294::cub_attribute_yes_no_v1,4197,73,294,1,vision.late,vision_cls_attention,64,raw_yes_minus_no,0.002604166666666668
4197::305::cub_attribute_yes_no_v1,4197,73,305,0,projector.output,logit_concept,32,correct_answer_margin,-0.0546875
4197::305::cub_attribute_yes_no_v1,4197,73,305,0,projector.output,logit_concept,32,raw_yes_minus_no,0.0546875
4197::305::cub_attribute_yes_no_v1,4197,73,305,0,projector.output,vision_cls_attention,8,correct_answer_margin,0.044270833333333336
4197::305::cub_attribute_yes_no_v1,4197,73,305,0,projector.output,vision_cls_attention,8,raw_yes_minus_no,-0.044270833333333336
4197::305::cub_attribute_yes_no_v1,4197,73,305,0,projector.output,vision_cls_attention,16,correct_answer_margin,0.09895833333333333
4197::305::cub_attribute_yes_no_v1,4197,73,305,0,projector.output,vision_cls_attention,16,raw_yes_minus_no,-0.09895833333333333
