decision_id,image_id,class_id,attribute_id,target,stage,selection_k,metric_scale,left_selector,right_selector,effect
1994::2::cub_attribute_yes_no_v1,1994,36,2,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.9505208333333333
1994::308::cub_attribute_yes_no_v1,1994,36,308,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.39583333333333337
1994::308::cub_attribute_yes_no_v1,1994,36,308,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.39583333333333337
1994::308::cub_attribute_yes_no_v1,1994,36,308,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.41927083333333337
1994::308::cub_attribute_yes_no_v1,1994,36,308,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.41927083333333337
1994::311::cub_attribute_yes_no_v1,1994,36,311,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.07552083333333331
1994::311::cub_attribute_yes_no_v1,1994,36,311,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.07552083333333331
1994::311::cub_attribute_yes_no_v1,1994,36,311,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.10937499999999997
1994::311::cub_attribute_yes_no_v1,1994,36,311,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.10937499999999997
1994::7::cub_attribute_yes_no_v1,1994,36,7,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.3671875
1994::7::cub_attribute_yes_no_v1,1994,36,7,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.3671875
1994::7::cub_attribute_yes_no_v1,1994,36,7,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.42708333333333337
1994::7::cub_attribute_yes_no_v1,1994,36,7,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.42708333333333337
1994::8::cub_attribute_yes_no_v1,1994,36,8,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.3697916666666667
1994::8::cub_attribute_yes_no_v1,1994,36,8,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.3697916666666667
1994::8::cub_attribute_yes_no_v1,1994,36,8,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.4166666666666667
1994::8::cub_attribute_yes_no_v1,1994,36,8,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.4166666666666667
2022::101::cub_attribute_yes_no_v1,2022,36,101,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.049479166666666664
2022::101::cub_attribute_yes_no_v1,2022,36,101,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.049479166666666664
2022::101::cub_attribute_yes_no_v1,2022,36,101,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.0234375
2022::101::cub_attribute_yes_no_v1,2022,36,101,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.0234375
2022::105::cub_attribute_yes_no_v1,2022,36,105,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.08593750000000001
2022::105::cub_attribute_yes_no_v1,2022,36,105,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.08593750000000001
2022::105::cub_attribute_yes_no_v1,2022,36,105,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.059895833333333315
2022::105::cub_attribute_yes_no_v1,2022,36,105,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.059895833333333315
2022::117::cub_attribute_yes_no_v1,2022,36,117,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.16666666666666669
2022::117::cub_attribute_yes_no_v1,2022,36,117,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.16666666666666669
2022::117::cub_attribute_yes_no_v1,2022,36,117,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.22916666666666669
2022::117::cub_attribute_yes_no_v1,2022,36,117,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.22916666666666669
2022::118::cub_attribute_yes_no_v1,2022,36,118,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.18489583333333331
2022::118::cub_attribute_yes_no_v1,2022,36,118,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.18489583333333331
2022::118::cub_attribute_yes_no_v1,2022,36,118,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.15885416666666666
2022::118::cub_attribute_yes_no_v1,2022,36,118,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.15885416666666666
2022::120::cub_attribute_yes_no_v1,2022,36,120,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.057291666666666664
2022::120::cub_attribute_yes_no_v1,2022,36,120,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.057291666666666664
2022::120::cub_attribute_yes_no_v1,2022,36,120,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.036458333333333336
2022::120::cub_attribute_yes_no_v1,2022,36,120,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.036458333333333336
2022::295::cub_attribute_yes_no_v1,2022,36,295,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.06770833333333334
2022::295::cub_attribute_yes_no_v1,2022,36,295,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.06770833333333334
2022::295::cub_attribute_yes_no_v1,2022,36,295,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.044270833333333336
2022::295::cub_attribute_yes_no_v1,2022,36,295,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.044270833333333336
2022::299::cub_attribute_yes_no_v1,2022,36,299,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.3046875
2022::299::cub_attribute_yes_no_v1,2022,36,299,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.3046875
2022::299::cub_attribute_yes_no_v1,2022,36,299,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.34635416666666663
2022::299::cub_attribute_yes_no_v1,2022,36,299,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.34635416666666663
2022::305::cub_attribute_yes_no_v1,2022,36,305,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.19010416666666669
2022::305::cub_attribute_yes_no_v1,2022,36,305,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.19010416666666669
2022::305::cub_attribute_yes_no_v1,2022,36,305,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.27864583333333337
2022::305::cub_attribute_yes_no_v1,2022,36,305,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.27864583333333337
2022::308::cub_attribute_yes_no_v1,2022,36,308,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.07552083333333333
2022::308::cub_attribute_yes_no_v1,2022,36,308,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.07552083333333333
2022::308::cub_attribute_yes_no_v1,2022,36,308,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.02864583333333333
2022::308::cub_attribute_yes_no_v1,2022,36,308,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.02864583333333333
2022::311::cub_attribute_yes_no_v1,2022,36,311,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.35416666666666663
2022::311::cub_attribute_yes_no_v1,2022,36,311,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.35416666666666663
2022::311::cub_attribute_yes_no_v1,2022,36,311,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.5130208333333334
2022::311::cub_attribute_yes_no_v1,2022,36,311,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.5130208333333334
2036::117::cub_attribute_yes_no_v1,2036,36,117,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.09635416666666667
2036::117::cub_attribute_yes_no_v1,2036,36,117,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.09635416666666667
2036::117::cub_attribute_yes_no_v1,2036,36,117,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.109375
2036::117::cub_attribute_yes_no_v1,2036,36,117,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.109375
2036::118::cub_attribute_yes_no_v1,2036,36,118,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.3046875
2036::118::cub_attribute_yes_no_v1,2036,36,118,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.3046875
2036::118::cub_attribute_yes_no_v1,2036,36,118,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.36458333333333337
2036::118::cub_attribute_yes_no_v1,2036,36,118,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.36458333333333337
2042::103::cub_attribute_yes_no_v1,2042,36,103,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.013020833333333329
2042::103::cub_attribute_yes_no_v1,2042,36,103,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.013020833333333329
2042::103::cub_attribute_yes_no_v1,2042,36,103,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.015625
2042::103::cub_attribute_yes_no_v1,2042,36,103,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.015625
2042::105::cub_attribute_yes_no_v1,2042,36,105,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.08333333333333334
2042::105::cub_attribute_yes_no_v1,2042,36,105,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.08333333333333334
2042::105::cub_attribute_yes_no_v1,2042,36,105,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.049479166666666664
2042::105::cub_attribute_yes_no_v1,2042,36,105,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.049479166666666664
2042::111::cub_attribute_yes_no_v1,2042,36,111,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.044270833333333336
2042::111::cub_attribute_yes_no_v1,2042,36,111,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.044270833333333336
2042::111::cub_attribute_yes_no_v1,2042,36,111,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.1015625
2042::111::cub_attribute_yes_no_v1,2042,36,111,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.1015625
2042::117::cub_attribute_yes_no_v1,2042,36,117,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.21875
2042::117::cub_attribute_yes_no_v1,2042,36,117,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.21875
2042::117::cub_attribute_yes_no_v1,2042,36,117,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.21354166666666669
2042::117::cub_attribute_yes_no_v1,2042,36,117,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.21354166666666669
2042::118::cub_attribute_yes_no_v1,2042,36,118,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.21875
2042::118::cub_attribute_yes_no_v1,2042,36,118,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.21875
2042::118::cub_attribute_yes_no_v1,2042,36,118,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.20052083333333334
2042::118::cub_attribute_yes_no_v1,2042,36,118,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.20052083333333334
2042::120::cub_attribute_yes_no_v1,2042,36,120,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.005208333333333336
2042::120::cub_attribute_yes_no_v1,2042,36,120,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.005208333333333336
2042::120::cub_attribute_yes_no_v1,2042,36,120,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.049479166666666664
2042::120::cub_attribute_yes_no_v1,2042,36,120,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.049479166666666664
2042::295::cub_attribute_yes_no_v1,2042,36,295,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.2708333333333333
2042::295::cub_attribute_yes_no_v1,2042,36,295,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.2708333333333333
2042::295::cub_attribute_yes_no_v1,2042,36,295,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.23177083333333331
2042::295::cub_attribute_yes_no_v1,2042,36,295,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.23177083333333331
2042::299::cub_attribute_yes_no_v1,2042,36,299,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.08854166666666666
2042::299::cub_attribute_yes_no_v1,2042,36,299,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.08854166666666666
2042::299::cub_attribute_yes_no_v1,2042,36,299,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.13802083333333331
2042::299::cub_attribute_yes_no_v1,2042,36,299,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.13802083333333331
2042::7::cub_attribute_yes_no_v1,2042,36,7,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.03125
2042::7::cub_attribute_yes_no_v1,2042,36,7,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.03125
2042::7::cub_attribute_yes_no_v1,2042,36,7,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.013020833333333322
2042::7::cub_attribute_yes_no_v1,2042,36,7,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.013020833333333322
3202::102::cub_attribute_yes_no_v1,3202,56,102,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.2786458333333333
3202::102::cub_attribute_yes_no_v1,3202,56,102,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.2786458333333333
3202::102::cub_attribute_yes_no_v1,3202,56,102,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.23177083333333334
3202::102::cub_attribute_yes_no_v1,3202,56,102,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.23177083333333334
3202::111::cub_attribute_yes_no_v1,3202,56,111,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.17968749999999994
3202::111::cub_attribute_yes_no_v1,3202,56,111,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.17968749999999994
3202::111::cub_attribute_yes_no_v1,3202,56,111,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.12239583333333331
3202::111::cub_attribute_yes_no_v1,3202,56,111,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.12239583333333331
3202::117::cub_attribute_yes_no_v1,3202,56,117,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.234375
3202::117::cub_attribute_yes_no_v1,3202,56,117,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.234375
3202::117::cub_attribute_yes_no_v1,3202,56,117,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.17708333333333337
3202::117::cub_attribute_yes_no_v1,3202,56,117,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.17708333333333337
3202::118::cub_attribute_yes_no_v1,3202,56,118,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.5833333333333333
3202::118::cub_attribute_yes_no_v1,3202,56,118,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.5833333333333333
3202::118::cub_attribute_yes_no_v1,3202,56,118,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.3932291666666667
3202::118::cub_attribute_yes_no_v1,3202,56,118,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.3932291666666667
3202::120::cub_attribute_yes_no_v1,3202,56,120,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.2734375
3202::120::cub_attribute_yes_no_v1,3202,56,120,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.2734375
3202::120::cub_attribute_yes_no_v1,3202,56,120,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.3151041666666667
3202::120::cub_attribute_yes_no_v1,3202,56,120,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.3151041666666667
3202::295::cub_attribute_yes_no_v1,3202,56,295,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.15885416666666663
3202::295::cub_attribute_yes_no_v1,3202,56,295,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.15885416666666663
3202::295::cub_attribute_yes_no_v1,3202,56,295,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.13541666666666669
3202::295::cub_attribute_yes_no_v1,3202,56,295,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.13541666666666669
3202::311::cub_attribute_yes_no_v1,3202,56,311,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.40104166666666663
3202::311::cub_attribute_yes_no_v1,3202,56,311,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.40104166666666663
3202::311::cub_attribute_yes_no_v1,3202,56,311,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.328125
3202::311::cub_attribute_yes_no_v1,3202,56,311,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.328125
3202::312::cub_attribute_yes_no_v1,3202,56,312,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.21614583333333334
3202::312::cub_attribute_yes_no_v1,3202,56,312,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.21614583333333334
3202::312::cub_attribute_yes_no_v1,3202,56,312,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.10677083333333331
3202::312::cub_attribute_yes_no_v1,3202,56,312,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.10677083333333331
3202::7::cub_attribute_yes_no_v1,3202,56,7,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.43229166666666663
3202::7::cub_attribute_yes_no_v1,3202,56,7,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.43229166666666663
3202::7::cub_attribute_yes_no_v1,3202,56,7,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.4322916666666667
3202::7::cub_attribute_yes_no_v1,3202,56,7,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.4322916666666667
3202::8::cub_attribute_yes_no_v1,3202,56,8,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.7109375
3202::8::cub_attribute_yes_no_v1,3202,56,8,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.7109375
3202::8::cub_attribute_yes_no_v1,3202,56,8,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.7083333333333334
3202::8::cub_attribute_yes_no_v1,3202,56,8,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.7083333333333334
3210::104::cub_attribute_yes_no_v1,3210,56,104,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,1.2786458333333335
3210::104::cub_attribute_yes_no_v1,3210,56,104,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,1.2786458333333335
3210::104::cub_attribute_yes_no_v1,3210,56,104,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,1.3645833333333335
3210::104::cub_attribute_yes_no_v1,3210,56,104,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,1.3645833333333335
3210::105::cub_attribute_yes_no_v1,3210,56,105,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.9921875
3210::105::cub_attribute_yes_no_v1,3210,56,105,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.9921875
3210::105::cub_attribute_yes_no_v1,3210,56,105,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-1.0208333333333335
3210::105::cub_attribute_yes_no_v1,3210,56,105,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,1.0208333333333335
3210::111::cub_attribute_yes_no_v1,3210,56,111,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.17708333333333337
3210::111::cub_attribute_yes_no_v1,3210,56,111,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.17708333333333337
3210::111::cub_attribute_yes_no_v1,3210,56,111,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.16666666666666663
3210::111::cub_attribute_yes_no_v1,3210,56,111,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.16666666666666663
3210::117::cub_attribute_yes_no_v1,3210,56,117,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.08854166666666666
3210::117::cub_attribute_yes_no_v1,3210,56,117,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.08854166666666666
3210::117::cub_attribute_yes_no_v1,3210,56,117,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.11979166666666666
3210::117::cub_attribute_yes_no_v1,3210,56,117,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.11979166666666666
3210::118::cub_attribute_yes_no_v1,3210,56,118,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.75
3210::118::cub_attribute_yes_no_v1,3210,56,118,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.75
3210::118::cub_attribute_yes_no_v1,3210,56,118,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.78125
3210::118::cub_attribute_yes_no_v1,3210,56,118,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.78125
3210::120::cub_attribute_yes_no_v1,3210,56,120,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.46614583333333337
3210::120::cub_attribute_yes_no_v1,3210,56,120,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.46614583333333337
3210::120::cub_attribute_yes_no_v1,3210,56,120,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.4973958333333333
3210::120::cub_attribute_yes_no_v1,3210,56,120,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.4973958333333333
3210::295::cub_attribute_yes_no_v1,3210,56,295,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-2.3828125
3210::295::cub_attribute_yes_no_v1,3210,56,295,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,2.3828125
3210::295::cub_attribute_yes_no_v1,3210,56,295,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-2.4244791666666665
3210::295::cub_attribute_yes_no_v1,3210,56,295,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,2.4244791666666665
3210::299::cub_attribute_yes_no_v1,3210,56,299,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.2682291666666667
3210::299::cub_attribute_yes_no_v1,3210,56,299,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.2682291666666667
3210::299::cub_attribute_yes_no_v1,3210,56,299,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.2526041666666667
3210::299::cub_attribute_yes_no_v1,3210,56,299,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.2526041666666667
3210::308::cub_attribute_yes_no_v1,3210,56,308,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,1.3828125
3210::308::cub_attribute_yes_no_v1,3210,56,308,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,1.3828125
3210::308::cub_attribute_yes_no_v1,3210,56,308,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,1.4140625
3210::308::cub_attribute_yes_no_v1,3210,56,308,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,1.4140625
3210::309::cub_attribute_yes_no_v1,3210,56,309,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.018229166666666668
3210::309::cub_attribute_yes_no_v1,3210,56,309,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.018229166666666668
3210::309::cub_attribute_yes_no_v1,3210,56,309,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.005208333333333332
3210::309::cub_attribute_yes_no_v1,3210,56,309,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,-0.005208333333333332
3210::311::cub_attribute_yes_no_v1,3210,56,311,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.203125
3210::311::cub_attribute_yes_no_v1,3210,56,311,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.203125
3210::311::cub_attribute_yes_no_v1,3210,56,311,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.234375
3210::311::cub_attribute_yes_no_v1,3210,56,311,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.234375
3210::7::cub_attribute_yes_no_v1,3210,56,7,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.4036458333333333
3210::7::cub_attribute_yes_no_v1,3210,56,7,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.4036458333333333
3210::7::cub_attribute_yes_no_v1,3210,56,7,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.46354166666666663
3210::7::cub_attribute_yes_no_v1,3210,56,7,0,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.46354166666666663
3210::8::cub_attribute_yes_no_v1,3210,56,8,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.4609375
3210::8::cub_attribute_yes_no_v1,3210,56,8,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.4609375
3210::8::cub_attribute_yes_no_v1,3210,56,8,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.5104166666666667
3210::8::cub_attribute_yes_no_v1,3210,56,8,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.5104166666666667
3210::96::cub_attribute_yes_no_v1,3210,56,96,1,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,0.8828125
3210::96::cub_attribute_yes_no_v1,3210,56,96,1,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.8828125
3210::96::cub_attribute_yes_no_v1,3210,56,96,1,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,0.8880208333333334
3210::96::cub_attribute_yes_no_v1,3210,56,96,1,projector.output,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.8880208333333334
3237::103::cub_attribute_yes_no_v1,3237,56,103,0,vision.late,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.11458333333333336
3237::103::cub_attribute_yes_no_v1,3237,56,103,0,vision.late,32,raw_yes_minus_no,vision_cls_attention,logit_concept,0.11458333333333336
3237::103::cub_attribute_yes_no_v1,3237,56,103,0,projector.output,32,correct_answer_margin,vision_cls_attention,logit_concept,-0.13541666666666669
