attribute_id,attribute_name,attribute_group,stage,validation_positive,validation_negative,auroc_mean,auroc_sd,f1_mean,f1_sd
311,has_wing_pattern::striped,has_wing_pattern,llm.late,33,39,0.6757316757316757,0.006788574163212219,0.4414278531925591,0.017416297713110884
311,has_wing_pattern::striped,has_wing_pattern,llm.middle,33,39,0.7163947163947164,0.0033868678659989865,0.45521541950113376,0.0054003851709913874
311,has_wing_pattern::striped,has_wing_pattern,projector.output,33,39,0.6317016317016317,0.0033868678659989483,0.3890188876711788,0.024176366585695837
311,has_wing_pattern::striped,has_wing_pattern,vision.early,33,39,0.627039627039627,0.005603032285103314,0.3422222222222222,0.015396007178390023
311,has_wing_pattern::striped,has_wing_pattern,vision.final,33,39,0.5804195804195804,0.0033868678659989865,0.2876360504267481,0.02057585151098341
311,has_wing_pattern::striped,has_wing_pattern,vision.late,33,39,0.5547785547785548,0.0033868678659989865,0.27906976744186046,0.0
311,has_wing_pattern::striped,has_wing_pattern,vision.middle,33,39,0.567987567987568,0.007412115007124681,0.2727272727272727,0.0
312,has_wing_pattern::multi-colored,has_wing_pattern,llm.early,14,58,0.6424466338259441,0.004662486326601246,0.4,0.0
312,has_wing_pattern::multi-colored,has_wing_pattern,llm.final,14,58,0.6239737274220033,0.009243292487026033,0.25980392156862747,0.030612735286266665
312,has_wing_pattern::multi-colored,has_wing_pattern,llm.late,14,58,0.6001642036124795,0.0055532632423927345,0.24494949494949494,0.004373865675678979
312,has_wing_pattern::multi-colored,has_wing_pattern,llm.middle,14,58,0.6091954022988506,0.0030992752197334323,0.24985994397759104,0.031232178968664093
312,has_wing_pattern::multi-colored,has_wing_pattern,projector.output,14,58,0.6395730706075534,0.0018811887089309604,0.3934959349593496,0.005632685553069524
312,has_wing_pattern::multi-colored,has_wing_pattern,vision.early,14,58,0.5082101806239737,0.0007110224990019532,0.23624953857511996,0.0031968453443500817
312,has_wing_pattern::multi-colored,has_wing_pattern,vision.final,14,58,0.6100164203612479,0.005127256156320526,0.30005941770647654,0.005145724324328214
312,has_wing_pattern::multi-colored,has_wing_pattern,vision.late,14,58,0.5677339901477833,0.005643566126792918,0.35650623885918004,0.006174869189193851
312,has_wing_pattern::multi-colored,has_wing_pattern,vision.middle,14,58,0.5357142857142857,0.005368102147217591,0.16516516516516516,0.0026006768882415473
